Geo Point;Geo Shape;ARCSTRA_ID;FNODE;TNODE;CODVIA;NOMEVIA;DATAINIZ;LUNGHEZZ;LARGHEZZ;CIVIMINP;EXPOMINP;CIVIMAXP;EXPOMAXP;CIVIMIND;EXPOMIND;CIVIMAXD;EXPOMAXD;XPROPRIE;PROPRIETA;NUMQUART;NOMEQUART;DA;A;SUPERFICIE;CRESCIV;XTIPOLOG;ESTREMI;PROGXVIA;ID_ENTE;F50;F50_drufuc;ZONA_NOME;Shape_Leng;VEL2024;Velocità massima consentita
44.498411073463394, 11.31977256325105;"{""coordinates"": [[[11.319482704722832, 44.49798605152019], [11.320062421779268, 44.498836095406595]]], ""type"": ""MultiLineString""}";360;4684;4703;62250;VIA VITTORIO VENETO;19911021;105.115015127;16;20;2;26;2F;19;2;23;B;1;comunale;13;Porto - Saragozza;VIA ASIAGO;VIA PASUBIO;1681.76;1;0;0;4;A944;0;0;Saffi;105.115015127;30;Strade 30 km/h o inferiore
44.492304875272595, 11.305719580954124;"{""coordinates"": [[[11.305748704796507, 44.492533324698876], [11.30569045711174, 44.49207642584632]]], ""type"": ""MultiLineString""}";213;4575;4586;18950;VIA DAL LINO;19911021;50.9863295893;10;16;;16;;17;2;19;C;1;comunale;13;Porto - Saragozza;VIA BRIGATE PARTIGIANE;VIA DAL LINO;509.9;1;0;0;2;A944;0;0;Costa Saragozza;50.9863295893;30;Strade 30 km/h o inferiore
44.492862461372155, 11.305780119421481;"{""coordinates"": [[[11.305811534046454, 44.49319159804543], [11.305748704796507, 44.492533324698876]]], ""type"": ""MultiLineString""}";214;4592;4575;18950;VIA DAL LINO;19911021;73.3235645943;10;22;;26;;0;;0;;1;comunale;13;Porto - Saragozza;VIA DAL LINO;VIA ANDREA COSTA;733.2;1;0;0;3;A944;0;0;Costa Saragozza;73.3235645943;30;Strade 30 km/h o inferiore
44.491637213019196, 11.303452534226308;"{""coordinates"": [[[11.303521026019954, 44.492011392784825], [11.303384042432661, 44.49126303325357]]], ""type"": ""MultiLineString""}";215;15110;16152;26700;VIA ANTONIO FRANCESCO GHISELLI;19911021;83.9238647411;9;2;;6;;1;;3;;1;comunale;13;Porto - Saragozza;VIA PORRETTANA;VIA DI VILLA PARDO;755.28;1;0;0;1;A944;0;0;Costa Saragozza;83.9238647411;30;Strade 30 km/h o inferiore
44.49074537558546, 11.303062491989357;"{""coordinates"": [[[11.302887619530516, 44.491211682950116], [11.303237364448197, 44.49027906822081]]], ""type"": ""MultiLineString""}";216;16164;4582;23350;VIA PROSPERO FONTANA;19911021;107.335972857;10;8;;18;;1;;9;;1;comunale;13;Porto - Saragozza;VIA PORRETTANA;VIA PROSPERO FONTANA;1073.4;0;0;0;1;A944;0;0;Costa Saragozza;107.335972857;30;Strade 30 km/h o inferiore
44.4920820857012, 11.302853250205649;"{""coordinates"": [[[11.303521026019954, 44.492011392784825], [11.302185474391344, 44.49215277861757]]], ""type"": ""MultiLineString""}";218;15110;16161;61730;VIA DI VILLA PARDO;19911021;107.464184028;6;4;;6;B;1;;5;;1;comunale;13;Porto - Saragozza;VIA ANTONIO FRANCESCO GHISELLI;VIA ANDREA COSTA;644.76;0;0;0;1;A944;0;0;Costa Saragozza;107.464184028;30;Strade 30 km/h o inferiore
44.49170991281733, 11.30565221520268;"{""coordinates"": [[[11.30569045711174, 44.49207642584632], [11.305613973293623, 44.49134339978834]]], ""type"": ""MultiLineString""}";221;4586;16153;18950;VIA DAL LINO;19911021;81.6923604389;10;2;;6;;1;;9;B;1;comunale;13;Porto - Saragozza;VIA PORRETTANA;VIA BRIGATE PARTIGIANE;816.9;1;0;0;1;A944;0;0;Costa Saragozza;81.6923604389;30;Strade 30 km/h o inferiore
44.490486154644, 11.30474164760491;"{""coordinates"": [[[11.304436298775585, 44.491353816727255], [11.30448058711284, 44.491230450634006], [11.304649477027827, 44.49075614535891], [11.304766768041521, 44.49042825148783], [11.304864223383246, 44.49015265503993], [11.304966901334799, 44.48986946127001], [11.305010216895761, 44.48973052214239], [11.30499994740156, 44.48970577507914], [11.304973681923089, 44.48968800138433], [11.304910407272628, 44.48967430105818]]], ""type"": ""MultiLineString""}";222;16155;4585;16100;VIA BARTOLOMEO CESI;19920110;197.11823952;9;2;;20;;1;;15;A;1;comunale;13;Porto - Saragozza;VIA PORRETTANA;VIA BARTOLOMEO CESI;1774.08;0;0;0;1;A944;0;0;Costa Saragozza;197.11823952;30;Strade 30 km/h o inferiore
44.4904691231036, 11.308583852814479;"{""coordinates"": [[[11.309158483959916, 44.49028421538736], [11.308422313394791, 44.49051916063021], [11.308010829552844, 44.49065891271933]]], ""type"": ""MultiLineString""}";225;16159;16165;47300;VIA PORRETTANA;19911021;100.343803987;11.5;32;;52;;55;;63;;1;comunale;13;Porto - Saragozza;VIA ESTRO MENABUE;VIA DELLO SPORT;1153.91;0;0;0;3;A944;11;0;Costa Saragozza;100.343803987;30;Strade 30 km/h o inferiore
44.49011331603707, 11.311037137497639;"{""coordinates"": [[[11.311216673111845, 44.49009832340013], [11.310990230605611, 44.49011541548317], [11.310858112788768, 44.49013318000282]]], ""type"": ""MultiLineString""}";227;4526;16166;52950;VIA SARAGOZZA;19911021;28.8054996173;13.3;0;;0;;235;;237;;1;comunale;13;Porto - Saragozza;VIA DEL MELONCELLO;VIA PORRETTANA;383.173;0;0;0;31;A944;11;0;Costa Saragozza;28.8054996173;30;Strade 30 km/h o inferiore
44.49009227607447, 11.311353624211522;"{""coordinates"": [[[11.311490575311199, 44.49008622874881], [11.311216673111845, 44.49009832340013]]], ""type"": ""MultiLineString""}";228;4534;4526;52950;VIA SARAGOZZA;19911021;21.8291094182;13.3;254;;254;B;0;;0;;1;comunale;13;Porto - Saragozza;VIA PIERRE DE COUBERTIN;VIA DEL MELONCELLO;290.339;0;0;0;30;A944;11;0;Costa Saragozza;21.8291094182;30;Strade 30 km/h o inferiore
44.49026599933534, 11.311504913485692;"{""coordinates"": [[[11.311490575311199, 44.49008622874881], [11.311519251660187, 44.49044576992187]]], ""type"": ""MultiLineString""}";229;4534;4603;19350;VIA PIERRE DE COUBERTIN;19911021;40.0195265969;18;0;;0;;1;;1;B;1;comunale;13;Porto - Saragozza;VIA IRMA BANDIERA;VIA SARAGOZZA;720.36;1;0;0;5;A944;0;0;Costa Saragozza;40.0195265969;30;Strade 30 km/h o inferiore
44.490989938663574, 11.31272449867886;"{""coordinates"": [[[11.312039757343902, 44.49104533963808], [11.31235219689398, 44.49106341201063], [11.312430059413646, 44.491061833621224], [11.312538873933, 44.49104437766698], [11.31265515284489, 44.49102104476328], [11.31280638974719, 44.490992816861244], [11.31305618342171, 44.49093741067416], [11.31340069841056, 44.49085040214704]]], ""type"": ""MultiLineString""}";231;15417;4605;18800;VIA EUGENIO CURIEL;19911021;111.899815421;20;22;;22;A;13;1;15;;1;comunale;13;Porto - Saragozza;VIA PAOLO GIOVANNI MARTINI;VIA IRMA BANDIERA;2238;1;0;0;5;A944;0;0;Costa Saragozza;111.899815421;30;Strade 30 km/h o inferiore
44.492186507763776, 11.307194043103564;"{""coordinates"": [[[11.307226069550907, 44.492446087245966], [11.307162016656223, 44.49192692828158]]], ""type"": ""MultiLineString""}";232;4576;4591;62450;VIA VOLONTARI DELLA LIBERTA';19911021;57.9166838217;10;0;;0;;0;;0;;1;comunale;13;Porto - Saragozza;VIA BRIGATE PARTIGIANE;VIA DAL LINO;579.2;1;0;0;2;A944;0;0;Costa Saragozza;57.9166838217;30;Strade 30 km/h o inferiore
44.490807995114594, 11.307526873091744;"{""coordinates"": [[[11.308010829552844, 44.49065891271933], [11.307511129045492, 44.4908129431665], [11.30704285960135, 44.490956892245116]]], ""type"": ""MultiLineString""}";235;16165;16163;47300;VIA PORRETTANA;19911021;83.8148144381;11.5;54;;64;;69;;73;;1;comunale;13;Porto - Saragozza;VIA DELLO SPORT;VIA VOLONTARI DELLA LIBERTA';963.815;0;0;0;4;A944;11;0;Costa Saragozza;83.8148144381;30;Strade 30 km/h o inferiore
44.493059786212946, 11.3125977687409;"{""coordinates"": [[[11.311850163399582, 44.492983037338156], [11.313345374082221, 44.493136535087736]]], ""type"": ""MultiLineString""}";240;4610;4597;10750;VIA PIETRO BUSACCHI;19911021;120.148622651;14;2;;2;;1;;5;B;1;comunale;13;Porto - Saragozza;PIAZZA DELLA PACE;VIA IRMA BANDIERA;1682.1;0;0;0;1;A944;0;0;Costa Saragozza;120.148622651;30;Strade 30 km/h o inferiore
44.49623661090281, 11.310987402756465;"{""coordinates"": [[[11.311279631504476, 44.49689108775785], [11.310935711633705, 44.4959727737117], [11.310910392243084, 44.495923125419], [11.310858486577537, 44.495890733115196], [11.31071676919932, 44.49585179690829], [11.310669089957447, 44.49582768210985], [11.31062464613739, 44.49578677534443], [11.310595871280595, 44.495748341913306], [11.31058955384566, 44.49568715470796]]], ""type"": ""MultiLineString""}";247;4618;4617;15900;VIA DELLA CERTOSA;19911021;151.142000026;10;0;;0;;35;;35;E;1;comunale;11;Borgo Panigale - Reno;VIA VALDOSSOLA;VIA DELLE TOFANE;1511.4;1;0;0;3;A944;0;0;Barca;151.142000026;30;Strade 30 km/h o inferiore
44.49248970597242, 11.306487387173707;"{""coordinates"": [[[11.305748704796507, 44.492533324698876], [11.307226069550907, 44.492446087245966]]], ""type"": ""MultiLineString""}";252;4575;4576;18950;VIA DAL LINO;19911021;117.93046377;10;0;;0;;21;;31;A;1;comunale;13;Porto - Saragozza;VIA DAL LINO;VIA VOLONTARI DELLA LIBERTA';1179.3;0;2;0;5;A944;0;0;Costa Saragozza;117.93046377;30;Strade 30 km/h o inferiore
44.49271391289776, 11.302942632064232;"{""coordinates"": [[[11.30226313442189, 44.49235269245102], [11.302319316586756, 44.492420408045334], [11.302381339161641, 44.492481887602416], [11.302491704658308, 44.49256119118913], [11.30266248810968, 44.49264410342097], [11.302767853918509, 44.492682775671035], [11.30328708464873, 44.4928547590249], [11.30338516463615, 44.49287920312431], [11.303536968289785, 44.49290740568841], [11.303694788666999, 44.49291870690842]]], ""type"": ""MultiLineString""}";253;4573;4574;18000;VIA ANDREA COSTA;19911021;134.335982498;15;228;;228;;199;C;199;C;1;comunale;13;Porto - Saragozza;VIA ANTONIO FRANCESCO GHISELLI;VIA DELLA BARCA;2015.1;1;0;0;40;A944;43;66;Costa Saragozza;134.335982498;50;Strade 50 km/h, che passeranno a 30 km/h dopo interventi
44.495890515556496, 11.311513669135847;"{""coordinates"": [[[11.31058955384566, 44.49568715470796], [11.310837754392058, 44.49576016856571], [11.311107449705256, 44.495820746233576], [11.311711844687643, 44.4959393850165], [11.312018984881687, 44.495992629952475], [11.312261057522765, 44.49602257152362], [11.312390571880615, 44.496033422714326], [11.312417625645924, 44.49601622890447], [11.312424574020365, 44.495990611331436]]], ""type"": ""MultiLineString""}";259;4617;4615;60100;VIA VALDOSSOLA;19911021;154.497816865;4;0;;0;;0;;0;;1;comunale;13;Porto - Saragozza;VIA SACCO E VANZETTI;VIA DELLA CERTOSA;618;1;0;0;5;A944;0;0;Costa Saragozza;154.497816865;30;Strade 30 km/h o inferiore
44.49080785248252, 11.315694249757886;"{""coordinates"": [[[11.315322864004031, 44.490898861871], [11.31606563551174, 44.49071684309403]]], ""type"": ""MultiLineString""}";266;4625;4636;42150;VIA GINO ONOFRI;19911021;62.4497768214;9;4;;8;;3;;3;;1;comunale;13;Porto - Saragozza;VIA PARIDE PASQUALI;VIA MARIO BASTIA;562.05;1;0;0;2;A944;0;0;Costa Saragozza;62.4497768214;30;Strade 30 km/h o inferiore
44.49064890110092, 11.316348752657163;"{""coordinates"": [[[11.31606563551174, 44.49071684309403], [11.316631869802585, 44.49058095910781]]], ""type"": ""MultiLineString""}";268;4636;4638;42150;VIA GINO ONOFRI;19911021;47.5047670233;9;2;;2;;0;;0;;1;comunale;13;Porto - Saragozza;VIA FRANCESCO ORIOLI;VIA PARIDE PASQUALI;427.59;1;0;0;1;A944;0;0;Costa Saragozza;47.5047670233;30;Strade 30 km/h o inferiore
44.48968719884331, 11.319150172403932;"{""coordinates"": [[[11.319823802010994, 44.48983803097896], [11.31847654279687, 44.48953636670767]]], ""type"": ""MultiLineString""}";270;4642;4643;19030;VIA MARINO DALMONTE;19920110;112.29060214;6;2;;6;;1;;7;;1;comunale;13;Porto - Saragozza;VIA RINO RUSCELLO;VIA MARINO DALMONTE;673.74;0;0;0;1;A944;0;0;Costa Saragozza;112.29060214;30;Strade 30 km/h o inferiore
44.490034137147035, 11.319738007092932;"{""coordinates"": [[[11.31965221217487, 44.490230243315104], [11.319823802010994, 44.48983803097896]]], ""type"": ""MultiLineString""}";271;4538;4642;52070;VIA RINO RUSCELLO;19911021;45.6722734378;5.5;0;;0;;5;;5;;1;comunale;13;Porto - Saragozza;VIA MARINO DALMONTE;VIA ANTONIO ZOCCOLI;251.185;1;0;0;2;A944;0;0;Costa Saragozza;45.6722734378;30;Strade 30 km/h o inferiore
44.49036343785431, 11.316531965481275;"{""coordinates"": [[[11.316432061159967, 44.490145916600824], [11.316631869802585, 44.49058095910781]]], ""type"": ""MultiLineString""}";272;4630;4638;42400;VIA FRANCESCO ORIOLI;19911021;50.8904850149;9;14;;16;;9;;9;;1;comunale;13;Porto - Saragozza;VIA ANTONIO ZOCCOLI;VIA GINO ONOFRI;458.01;0;0;0;2;A944;0;0;Costa Saragozza;50.8904850149;30;Strade 30 km/h o inferiore
44.49117448120863, 11.319591976695296;"{""coordinates"": [[[11.319642990821222, 44.49128583408563], [11.31954096256937, 44.49106312833163]]], ""type"": ""MultiLineString""}";274;4644;4639;37550;VIA GIOVANNI BATTISTA MELLONI;19911021;26.045327046;8;26;;26;;0;;0;;1;comunale;13;Porto - Saragozza;VIA XXI APRILE 1945;VIA FERNANDO DE ROSA;208.4;0;0;0;4;A944;0;0;Costa Saragozza;26.045327046;30;Strade 30 km/h o inferiore
44.492009594292156, 11.314443298621699;"{""coordinates"": [[[11.313881173190211, 44.491972508208946], [11.315005424053187, 44.492046680375374]]], ""type"": ""MultiLineString""}";276;4607;4648;60800;VIA XXI APRILE 1945;19911021;89.8055019358;13;24;;34;C;25;2;27;2L;1;comunale;13;Porto - Saragozza;VIA DEL PARTIGIANO;VIA PAOLO GIOVANNI MARTINI;1167.53;1;0;0;9;A944;0;0;Costa Saragozza;89.8055019358;30;Strade 30 km/h o inferiore
44.49209119285347, 11.316075792852919;"{""coordinates"": [[[11.315690539112829, 44.49209311725886], [11.315892542617933, 44.49209645228906], [11.316122740426188, 44.49209494737384], [11.316334855314294, 44.492084302675444], [11.316460699308996, 44.49207540953331]]], ""type"": ""MultiLineString""}";278;4634;4650;60800;VIA XXI APRILE 1945;19911021;61.3559471083;13;18;2;20;D;0;;0;;1;comunale;13;Porto - Saragozza;VIA DUCCIO GALIMBERTI;VIA MARIO BASTIA;797.68;1;0;0;7;A944;0;0;Costa Saragozza;61.3559471083;30;Strade 30 km/h o inferiore
44.492050474079406, 11.3165872584704;"{""coordinates"": [[[11.316460699308996, 44.49207540953331], [11.316553500715193, 44.49205945424136], [11.316713101665725, 44.49202201291396]]], ""type"": ""MultiLineString""}";285;4650;4635;60800;VIA XXI APRILE 1945;19911021;20.9511791511;13;18;;18;E;23;3;23;3;1;comunale;13;Porto - Saragozza;VIA PARIDE PASQUALI;VIA DUCCIO GALIMBERTI;272.35;1;0;0;6;A944;0;0;Costa Saragozza;20.9511791511;30;Strade 30 km/h o inferiore
44.49235237537519, 11.319254582044199;"{""coordinates"": [[[11.318988569163965, 44.492418684956995], [11.319520594924434, 44.49228606579339]]], ""type"": ""MultiLineString""}";287;4629;4626;37550;VIA GIOVANNI BATTISTA MELLONI;19920110;44.8113746722;8;2;;4;;1;;3;A;1;comunale;13;Porto - Saragozza;VIA ANTONIO ZANNONI;VIA EDOARDO BRIZIO;358.48;0;0;0;1;A944;0;0;Costa Saragozza;44.8113746722;30;Strade 30 km/h o inferiore
44.4912323989071, 11.316956499969095;"{""coordinates"": [[[11.317281130135603, 44.49188383870639], [11.316631869802585, 44.49058095910781]]], ""type"": ""MultiLineString""}";290;4637;4638;42400;VIA FRANCESCO ORIOLI;19911021;153.720082754;9;18;;34;;11;;23;;1;comunale;13;Porto - Saragozza;VIA GINO ONOFRI;VIA XXI APRILE 1945;1383.48;1;0;0;3;A944;0;0;Costa Saragozza;153.720082754;30;Strade 30 km/h o inferiore
44.49136942800399, 11.316389368588732;"{""coordinates"": [[[11.316713101665725, 44.49202201291396], [11.31606563551174, 44.49071684309403]]], ""type"": ""MultiLineString""}";291;4635;4636;44400;VIA PARIDE PASQUALI;19911021;153.911933848;9;2;;10;;1;;9;;1;comunale;13;Porto - Saragozza;VIA XXI APRILE 1945;VIA GINO ONOFRI;1385.19;0;0;0;1;A944;0;0;Costa Saragozza;153.911933848;30;Strade 30 km/h o inferiore
44.48995345672868, 11.313986875619934;"{""coordinates"": [[[11.31476358497108, 44.489708889457646], [11.314638496018981, 44.489783437794856], [11.314414430087899, 44.48989928060441], [11.314302014826426, 44.48994739250129], [11.314175371521104, 44.489982694468374], [11.313998074327111, 44.49000920225131], [11.313764914916627, 44.49001066392847], [11.313166600931021, 44.490029343029654]]], ""type"": ""MultiLineString""}";295;4632;4533;52950;VIA SARAGOZZA;19911021;136.756664294;13.3;228;;230;A;209;;219;C;1;comunale;13;Porto - Saragozza;VIA GIOVANNI CERBAI;VIA PAOLO GIOVANNI MARTINI;1818.908;0;0;0;28;A944;11;0;Costa Saragozza;136.756664294;30;Strade 30 km/h o inferiore
44.49040959107946, 11.317628253185845;"{""coordinates"": [[[11.318088551462571, 44.49056326763354], [11.317167954909117, 44.490255914525385]]], ""type"": ""MultiLineString""}";296;4640;4631;19950;VIA FERNANDO DE ROSA;19911021;80.8030526766;9;20;;22;;0;;0;;1;comunale;13;Porto - Saragozza;VIA ANTONIO ZANNONI;VIA LUIGI VALERIANI;727.2;0;0;0;3;A944;0;0;Costa Saragozza;80.8030526766;30;Strade 30 km/h o inferiore
44.493674922586585, 11.315483222040818;"{""coordinates"": [[[11.315160423444148, 44.4939619594812], [11.315263271692288, 44.49389186809669], [11.315359141327212, 44.49381738106881], [11.315440331579472, 44.493755876275046], [11.315518696317703, 44.49368718186365], [11.315574348332852, 44.4936207579318], [11.315636657664188, 44.493530621601984], [11.315676685080888, 44.4934536309207], [11.315709818371204, 44.49331658127774]]], ""type"": ""MultiLineString""}";302;4645;4646;5600;VIA MARIO BASTIA;19911021;86.1759361615;9.62;6;;8;;5;;11;;1;comunale;13;Porto - Saragozza;VIA PAOLO GIOVANNI MARTINI;VIA PIETRO BUSACCHI;829.0516;0;0;0;2;A944;0;0;Costa Saragozza;86.1759361615;30;Strade 30 km/h o inferiore
44.49148273480732, 11.32214462524107;"{""coordinates"": [[[11.321826545638702, 44.491574696575775], [11.322462704843435, 44.49139077303887]]], ""type"": ""MultiLineString""}";308;4658;4662;45150;VIA GIACOMO ANTONIO PERTI;19911021;54.5742488077;9;0;;0;;25;;31;;1;comunale;13;Porto - Saragozza;VIA GIAMBATTISTA MARTINI;VIA FILIPPO TURATI;491.13;1;0;0;3;A944;0;0;Costa Saragozza;54.5742488077;30;Strade 30 km/h o inferiore
44.48994719219254, 11.3257558554706;"{""coordinates"": [[[11.325976438442845, 44.49030065030935], [11.325981308938804, 44.49024888631776], [11.325964637778265, 44.49020159464178], [11.325487824570715, 44.4896111632064]]], ""type"": ""MultiLineString""}";312;4665;4551;6400;VIA BELLINZONA;19911021;86.9725079704;7;0;;0;;1;;1;;1;comunale;13;Porto - Saragozza;VIA SARAGOZZA;VIA BELLINZONA;608.79;0;0;0;1;A944;0;0;Costa Saragozza;86.9725079704;30;Strade 30 km/h o inferiore
44.489171855925065, 11.324367240944271;"{""coordinates"": [[[11.324430285669246, 44.48935693865879], [11.324304196219295, 44.48898677319134]]], ""type"": ""MultiLineString""}";313;4666;4563;33950;VIA MALTA;19920110;42.3405237559;6;6;;8;;15;;15;;3;privata;13;Porto - Saragozza;VIA MALTA;VIA MALTA;254.04;0;0;0;2;A944;6;0;Costa Saragozza;42.3405237559;5;Strade 30 km/h o inferiore
44.49130106927262, 11.322785858823286;"{""coordinates"": [[[11.322462704843435, 44.49139077303887], [11.323109012803137, 44.49121136550638]]], ""type"": ""MultiLineString""}";316;4662;4659;45150;VIA GIACOMO ANTONIO PERTI;19911021;55.1403302949;9;24;;26;;17;;23;;1;comunale;13;Porto - Saragozza;VIA STANISLAO MATTEI;VIA GIAMBATTISTA MARTINI;496.26;1;0;0;2;A944;0;0;Costa Saragozza;55.1403302949;30;Strade 30 km/h o inferiore
44.49593078697655, 11.29097179044823;"{""coordinates"": [[[11.290497593976985, 44.49598522845642], [11.291097841365929, 44.495917184345736], [11.29144570971037, 44.49587401073461]]], ""type"": ""MultiLineString""}";139;4505;4507;4850;VIA DELLA BARCA;19911021;76.3707245788;11.5;74;;74;;47;;55;;1;comunale;11;Borgo Panigale - Reno;VIA ALCESTE DE AMBRIS;VIA GIACOMO BRODOLINI;878.255;1;0;1;12;A944;0;0;Barca;76.3707245788;30;Strade 30 km/h o inferiore
44.497046556827044, 11.288380943214461;"{""coordinates"": [[[11.28858806797142, 44.49732815407185], [11.288433513373814, 44.49711809801687], [11.288173871163146, 44.49676492081885]]], ""type"": ""MultiLineString""}";140;4441;4452;58050;VIA LEV TOLSTOJ;19911021;70.685596946;9;0;;0;;1;;3;;1;comunale;11;Borgo Panigale - Reno;VIA CARLO COLLODI;VIA MIGUEL DE CERVANTES;636.21;1;0;0;2;A944;0;0;Barca;70.685596946;30;Strade 30 km/h o inferiore
44.49668345802145, 11.293333912636962;"{""coordinates"": [[[11.293633278603577, 44.49660404952855], [11.293034546670347, 44.49676286651435]]], ""type"": ""MultiLineString""}";142;4498;13549;9000;PIAZZA CLODOVEO BONAZZI;19911021;50.7995910716;31.5;0;;0;;0;;0;;1;comunale;11;Borgo Panigale - Reno;VIA AUGUSTO PULEGA;VIA GIACOMO PALLOTTI;1600.2;1;5;0;4;A944;0;0;Barca;50.7995910716;30;Strade 30 km/h o inferiore
44.49831591488814, 11.293027605670538;"{""coordinates"": [[[11.293019087332526, 44.49862980788513], [11.293036124008548, 44.498002021891146]]], ""type"": ""MultiLineString""}";144;4516;4515;48450;VIA AUGUSTO PULEGA;19911021;69.876958469;10;2;;4;;1;;1;I;1;comunale;11;Borgo Panigale - Reno;VIA LINO GUCCI;VIA LUCA ANTONIO TOSI BELLUCCI;698.8;0;0;0;1;A944;0;0;Barca;69.876958469;30;Strade 30 km/h o inferiore
44.49666134266426, 11.29083279879239;"{""coordinates"": [[[11.290497593976985, 44.49598522845642], [11.291168003607797, 44.49733745687212]]], ""type"": ""MultiLineString""}";146;4505;4506;10380;VIA GIACOMO BRODOLINI;19911021;159.420755678;14;2;;10;;0;;0;;1;comunale;11;Borgo Panigale - Reno;VIA DELLA BARCA;VIA GIACOMO BRODOLINI;2231.88;0;0;0;1;A944;0;0;Barca;159.420755678;30;Strade 30 km/h o inferiore
44.49646597014051, 11.294185329115368;"{""coordinates"": [[[11.293633278603577, 44.49660404952855], [11.29366208050362, 44.49659675018331], [11.293828664278827, 44.49655364108139], [11.294737816694724, 44.49632962309946]]], ""type"": ""MultiLineString""}";148;4498;4511;52700;VIA ALFONSO SAMOGGIA;19911021;92.9685307658;10;4;;8;;1;;1;;1;comunale;11;Borgo Panigale - Reno;VIA BATTINDARNO;PIAZZA CLODOVEO BONAZZI;929.7;1;0;0;1;A944;0;0;Barca;92.9685307658;30;Strade 30 km/h o inferiore
